0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
d25474e0-bd47-3409-b9f1-0aaf9f6c42cd,terrestrial,forest,Chromium(III),,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480cf2d0-b74a-34e9-b959-1d0f066428a4,water,fresh water body,Chromium(III),,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac249128-5489-3eb8-bfb8-61c0b93d2e07,emission,air,Chromium(VI),,kg,,,,,,,,,,,,,,,,,,1.41E-09,,,,,,,,,,,,,,,,,,,,,,,,,1.17E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187acf44-9b91-36cc-a1c3-66c9e3bae012,emission,ground,Chromium(VI),,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ebe715-1465-358f-9e31-ae55956903d1,emission,water,Chromium(VI),,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70E-08,,,,,,,,,,,,
b51ae4b6-76b2-3544-934a-d9da380519a6,water,fresh water body,Chromium(VI),,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c2fe51-642a-4596-b3b4-0a2eadb8dfad,Technosphere Flows,CUTOFF Flows,"Chromium, at regional storage",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.20E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993fb955-f686-37f7-96e1-22b8c2a35ced,emission,air,Chrysene,,kg,,,,,,,,,,,,,,,,,,1.78E-12,,,,,,,,,,,,,,,,,,,,,,,,,1.48E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca189829-ead7-33bd-adcc-bbe0b46d4c57,saline water body,ocean,Chrysene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18c9ebdc-ec63-3434-be49-eecdcbbf0358,water,fresh water body,Chrysene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574de2a-d2e5-3fd5-b9d6-dc39e34c66ea,emission,air,cis-2-Pentene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2507cdc-1803-3617-95ca-ab9bd56d7013,Technosphere Flows,CUTOFF Flows,"Citric Acid, at plant",,kg,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee6b5c73-dd3f-34dc-87fd-b52ed3675251,ground,subterranean,Clay,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2da3e17c-4c2d-31e8-9b7d-964051d8a4d3,ground,subterranean,Coal,,MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab4d79b6-f2ad-3757-beae-17cba8a53f5a,Resource,ground,"Coal, anthracite",,MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1529a04-8d05-3502-a65d-4c810ceeaa53,ground,subterranean,"Coal, bituminous",,MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e344d353-61b8-3be6-a2a5-fd5ee93d8a89,Resource,ground,"Coal, bituminous",,MJ,,,,,,,,,,,,,,,,,-27.248,-1.03678,,,,,,,,,,,,,,,,,,,,,,,,,-8.6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de2f54e4-dbbe-3850-a341-c6d921dbfdec,Resource,ground,"Coal, lignite",,MJ,,,,,,,,,,,,,,,,,,-0.05123,,,,,,,,,,,,,,,,,,,,,,,,,-0.37251,,,,,,,,,,,,-14.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0d81f05-0407-3fc9-9f11-e2d22a6edebd,emission,air,Cobalt,,kg,,,,,,,,,,,,,,,,,,4.15E-09,,,,,,,,,,,,,,,,,,,,,,,,,2.41E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb8f8925-a811-38ff-b19f-85377dc28de0,emission,ground,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cbf7556-2b17-3cc2-97cf-5c9e24e50d65,emission,water,Cobalt,,kg,,,,,,,,,,,,,,,,,,5.68E-09,,,,,,4.90E-09,,,,,,,,,,0.000001,,,,,,,,,1.77E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34E-09,,,,,,,,,,,,,,,
0d28eab7-1aa7-396d-b52c-4a9baebed329,ground,subterranean,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a20e4be-3e1d-375d-a248-101ea0f8ad1f,human-dominated,agricultural,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aec2cf2a-b55b-3598-a164-05f8ba8ad3ee,Resource,ground,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcf89d01-2d14-3d27-b52f-0905a78f5fb1,saline water body,ocean,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58250b4f-f3d0-373d-8f89-795ecbf13748,water,fresh water body,Cobalt,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703abac-7076-3ecc-9203-707c6eb5bb78,emission,air,Cobalt-58,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783bd25-ce1e-32c8-b11c-175d2ddb5149,water,fresh water body,Cobalt-58,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361aea3f-0164-34f9-8a84-a13c67f29a1e,emission,air,Cobalt-60,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d40128-b11f-3d4a-9378-74b7ea21f983,saline water body,ocean,Cobalt-60,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed294542-90e4-3f3b-8cc4-b3dc908fdfd4,water,fresh water body,Cobalt-60,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a130787-f858-3298-b572-0bcd4d2bd21c,ground,subterranean,Colemanite,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b15117ec-3b8e-35de-bef2-00aec1b9636e,emission,air,Copper,,kg,,,,,,,,,,,,,,,,,,1.70E-10,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec1ff388-9bbb-367f-828c-f7b4f7ceaa47,emission,ground,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965958b3-8368-3395-a55d-f6f819e40587,emission,water,Copper,,kg,,,,,,,,,,,,,,,,,,6.74E-08,,,1.20E-10,1.00E-09,,,,,,,,,,,,,,,,,,1.00E-09,,1.00E-09,1.97E-08,1.00E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-09,,,,,,,,,,,,,,,,,
230bcc03-ec64-394a-bdda-e93b3cd765d4,ground,subterranean,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9554035-798d-302b-9d1c-05c171c4daf0,human-dominated,agricultural,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044f449c-d96f-367a-af7b-edb40a7e0ed9,saline water body,ocean,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8233843-6f25-39a1-831c-3f763f75cf87,water,fresh water body,Copper,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177b053-26a1-36e1-baa8-43af1249eb56,emission,water,Copper compounds,,kg,,,,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a58df7ff-b222-34c4-8fc0-2dddf59c933d,emission,water,Copper(I),,kg,,,,,,,,,,,,,,,,,,1.02E-08,,,,,,6.17E-08,,,,,,,,,,,,,0.114,,,,,,7.35E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000021,,,,,,,,,,,,,,,,,7.90E-08,,,,,,,,,,,,,,,
dce9617d-7a15-32be-adcb-f01854016ebc,emission,water,Cresol,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-08,,1.00E-08,1.00E-08,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5947091-71e1-3a4c-8062-d4e823205a07,saline water body,ocean,Cresol,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15afc9c7-b91d-3a4f-b2ee-0fc8ad312706,water,fresh water body,Cresol,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ed0590b-2e71-385e-86bb-3d2ea0505734,water,subterranean,Crude oil,,MJ,,,,,,,,,,,,,,,,,,-0.12692,,,,,,-45.2295,,,,,,,,,,,,,,,,,,,-0.63381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f6e0975-9a80-3709-8ee7-1e4c0a9c9e1c,emission,air,Cumene,,kg,,,,,,,,,,,,,,,,1.00E-07,,4.61E-14,,,,,,,,,,,,,,,,,,1.00E-07,,,,,,,9.49E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16acddda-f50a-382c-a9d4-d47fcc4722d3,water,fresh water body,Curium-242,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e0d22ec-607e-3c14-85d3-15c75b7ad3ca,emission,water,Cyanazine,,kg,,,,,,,,,,,,,,,,,,,,,,,1.54E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d34b263-b21d-379b-9c54-c48743f867bd,troposphere,rural,Cyanazine,,kg,,,,,,,,,,,,,,,,,,,,,,,3.60E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37037bee-9867-3769-999c-c4d891b9975b,emission,air,Cyanide,,kg,,,,,,,,,,,,,,,,,,2.18E-11,,,,,,,,,,,,,,,,,,,,,,,,,4.48E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b66fd84-6bf2-3a57-bd4c-f779d71fee69,emission,water,Cyanide,,kg,,,,,,,,,,,,,,,,,,1.27E-11,,,,,,3.29E-12,,,,,1.00E-09,,1.00E-09,1.00E-09,1.00E-09,,,,,,,1.00E-09,,,3.77E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-09,,,,,,,,,,1.00E-09,,,,,,,,,,,,,,,5.93E-12,,,,,,,,,,,,,,,
67f9e8e6-610c-3cb6-a81b-f1e65133ef71,saline water body,ocean,Cyanide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf6288d2-4fdd-33ee-936a-5ac6c75d3b9d,water,fresh water body,Cyanide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12b39b80-c5cb-3410-9968-c6e41304f7d0,emission,air,Cyclohexane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad141e8f-c6d9-4404-b276-6857aadcd79f,CUTOFF Flows,ecoinvent 3.2,"Cyclohexane, production",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cfe87ec-d041-35a9-8547-17559edc863a,emission,air,Cyclopentane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006c273-b24d-366b-b70d-ee1405a810cc,emission,air,Cyprodinil,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0ae90e4-e2c0-3473-ae2f-c94947e311a2,water,fresh water body,Cyprodinil,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7333c73-5e11-36c0-9e18-651c5655c163,emission,air,Decane,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8c9877-5938-36dd-910b-48daed6913e1,emission,water,Decane,,kg,,,,,,,,,,,,,,,,,,7.45E-09,,,,,,6.39E-09,,,,,,,,,,,,,,,,,,,2.31E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27E-09,,,,,,,,,,,,,,,
735d1149-bcb1-32ff-820a-a957073d0288,emission,air,Deltamethrin,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827481a9-4649-3fa6-90b0-0e00c80c2ef8,water,fresh water body,Deltamethrin,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600a034-449c-3066-9960-6a13903c310d,emission,air,Di(2-ethylhexyl) phthalate,,kg,,,,,,,,,,,,,,,,,,6.35E-13,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6332c37-13a9-429f-861e-86541b063a37,,,Diammonium phosphate,,kg,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e51f946b-179b-3580-9ba3-37299516be47,emission,air,"Dibenz[a,h]anthracene",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748d8b2-558f-343d-93d5-2d8a7ed2f500,emission,water,"Dibenz[a,j]acridine",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-09,,1.00E-09,1.00E-09,1.00E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d33ea6-76e3-37fc-b15e-1120f4128b10,emission,water,Dibenzofuran,,kg,,,,,,,,,,,,,,,,,,3.35E-11,,,,,,8.66E-12,,,,,,,,,,,,,,,,,,,9.92E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56E-11,,,,,,,,,,,,,,,
b2661705-4693-3796-b582-f598499b4157,emission,water,Dibenzothiophene,,kg,,,,,,,,,,,,,,,,,,3.61E-11,,,,,,7.01E-12,,,,,,,,,,,,,,,,,,,1.07E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27E-11,,,,,,,,,,,,,,,
e617f02e-82a3-3305-a723-02afcb30a42f,emission,air,Dicamba,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7271ab2-884e-3d5f-83ee-66709a9fd3cc,emission,water,Dicamba,,kg,,,,,,,,,,,,,,,,,,,,,,,9.09E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae151cff-d7c6-394d-a8c9-a56b466f6b15,troposphere,rural,Dicamba,,kg,,,,,,,,,,,,,,,,,,,,,,,2.12E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895dc9e-94dc-32aa-883e-a1d3926f0788,water,fresh water body,Dicamba,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec278fbc-9d2f-319a-8a83-edbfb4f00cbd,emission,air,Diethylamine,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d7ce54f-4eb7-3310-8b37-a78f052e5de5,emission,air,Dimethenamid,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7feae0b3-8fb8-3caf-9078-f23b4fd362d1,emission,water,Dimethenamid,,kg,,,,,,,,,,,,,,,,,,,,,,,2.15E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213ce6f1-7076-3534-b4f7-9d4fb800a944,troposphere,rural,Dimethenamid,,kg,,,,,,,,,,,,,,,,,,,,,,,5.01E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233a2af-3cd7-3457-97db-ffba34844b2e,water,fresh water body,Dimethenamid,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f74132da-f9ea-3052-985b-7d86074eaa5b,emission,air,Dimethoate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
